,caudalanteriorcingulate-lh,frontalpole-rh,lateralorbitofrontal-lh,lingual-lh,parsopercularis-lh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.6153846153846154,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.9736842105263158,0.0,0.0,0.02631578947368421,0.0,0.0,0.0
lateralorbitofrontal-lh,0.40384615384615385,0.0,0.5961538461538461,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
parsopercularis-lh,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857
pericalcarine-lh,0.0,0.0,0.0,0.32608695652173914,0.0,0.6739130434782609,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.6818181818181818
