,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.17236662106703146,0.1225718194254446,0.12735978112175103,0.09658002735978112,0.10273597811217511,0.133515731874145,0.12558139534883722,0.11928864569083447
frontalpole-lh,0.13499543934326544,0.1500456065673457,0.13757981149285498,0.06643356643356643,0.11705685618729098,0.1395560960778352,0.10687138948008514,0.14746123441775616
frontalpole-rh,0.1396294622684139,0.137219460762163,0.146256966410604,0.07019129386955866,0.11281819551137219,0.14460009037505647,0.11568007230004519,0.13360445850278657
insula-lh,0.15068783068783068,0.09375661375661376,0.0998941798941799,0.233015873015873,0.09502645502645503,0.10814814814814815,0.12698412698412698,0.09248677248677249
medialorbitofrontal-lh,0.12286745406824147,0.12696850393700787,0.12253937007874016,0.07267060367454069,0.17831364829396326,0.1235236220472441,0.12680446194225722,0.12631233595800526
rostralanteriorcingulate-lh,0.14220921726408192,0.13547915142648134,0.14045354791514264,0.07388441843452817,0.11075347476225311,0.14835405998536944,0.1168983174835406,0.13196781272860278
rostralanteriorcingulate-rh,0.1446124763705104,0.11200378071833648,0.12224322621298046,0.09357277882797732,0.12271581600504096,0.1271266540642722,0.1695022054190296,0.10822306238185256
rostralmiddlefrontal-lh,0.13280049185367354,0.1480172148785736,0.13541346449431294,0.06624654165385797,0.11773747310175223,0.1374116200430372,0.10436520135259761,0.1580079926221949
