,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.15755278830536004,0.11333694279011008,0.07381339108464176,0.10954701317451723,0.13012091680202129,0.13715935751669373,0.12091680202129579,0.15755278830536004
frontalpole-rh,0.10428429093324477,0.19843905679176355,0.1283626702092328,0.09564928595151112,0.10345400199269346,0.10096313517103953,0.15725672534041846,0.11159083361009631
insula-lh,0.07941063911213166,0.14714887102946805,0.20685036356678146,0.1350937619594336,0.06295445847684654,0.10313815537696135,0.1794871794871795,0.08591657099119786
lateralorbitofrontal-lh,0.10913298914011038,0.10254584297667795,0.12426562221826598,0.17358020295531423,0.0886594267402528,0.1388641623642514,0.1491899590528752,0.11376179455225209
paracentral-rh,0.14119273301737756,0.12302527646129542,0.0641785150078989,0.0971563981042654,0.19352290679304898,0.11868088467614533,0.11631121642969984,0.14593206951026857
rostralanteriorcingulate-lh,0.12910837687510535,0.10281476487443114,0.08983650766897017,0.13045676723411428,0.1023091184898028,0.1742794539019046,0.13197370638799932,0.13922130456767234
rostralanteriorcingulate-rh,0.1006120316465144,0.1413643827436931,0.13972234661889835,0.1250932975070906,0.08822212270488132,0.11777877295118674,0.18122107777280191,0.10598596805493357
rostralmiddlefrontal-lh,0.1490269716626835,0.11505633321952885,0.07596449300102424,0.10805735745988392,0.12717651075452374,0.1396381017412086,0.1205189484465688,0.16456128371457834
