,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.31125827814569534,0.006622516556291391,0.039735099337748346,0.152317880794702,0.2251655629139073,0.1390728476821192,0.12582781456953643,0.0
parsopercularis-lh,0.05405405405405406,0.8918918918918919,0.05405405405405406,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.3181818181818182,0.045454545454545456,0.6363636363636364,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.16911764705882354,0.007352941176470588,0.007352941176470588,0.22794117647058823,0.17647058823529413,0.19852941176470587,0.16911764705882354,0.04411764705882353
superiorparietal-lh,0.19375,0.0,0.0,0.15,0.33125,0.20625,0.11875,0.0
superiorparietal-rh,0.12941176470588237,0.0,0.0,0.1588235294117647,0.19411764705882353,0.27647058823529413,0.19411764705882353,0.047058823529411764
superiortemporal-lh,0.14285714285714285,0.0,0.0,0.16428571428571428,0.14285714285714285,0.2357142857142857,0.2571428571428571,0.05714285714285714
superiortemporal-rh,0.0,0.0,0.0,0.16129032258064516,0.0,0.2903225806451613,0.2903225806451613,0.25806451612903225
