,Fp1,TP9,O1,FT10,Fp2,AFz,AF8,AF4
Fp1,0.32653061224489793,0.32653061224489793,0.0,0.0,0.0,0.0,0.3469387755102041,0.0
TP9,0.10828025477707007,0.554140127388535,0.0,0.0,0.0,0.0,0.3375796178343949,0.0
O1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.7168141592920354,0.0,0.2831858407079646,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.1962025316455696,0.0,0.8037974683544303,0.0,0.0
AF8,0.05537459283387622,0.16612377850162866,0.0,0.0,0.0,0.0,0.7785016286644951,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.9917355371900827
