,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.05960945529290853,0.0,0.0,0.0,0.0,0.046248715313463515,0.0,0.045220966084275435,0.06063720452209661,0.06063720452209661,0.0,0.0,0.0,0.06063720452209661,0.06063720452209661,0.0,0.03494347379239465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040082219938335044,0.0,0.0,0.0,0.05755395683453238,0.0,0.0,0.0,0.0,0.045220966084275435,0.0,0.03699897225077081,0.0421377183967112,0.03905447070914697,0.0,0.0,0.0,0.045220966084275435,0.0,0.0,0.0,0.0,0.045220966084275435,0.0,0.05344295991778006,0.0,0.0,0.046248715313463515,0.0,0.0,0.06063720452209661,0.0,0.0,0.05960945529290853,0.0
F7,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.053128689492325853,0.0,0.0,0.0,0.0,0.05194805194805195,0.0,0.05194805194805195,0.053128689492325853,0.053128689492325853,0.0,0.0,0.0,0.053128689492325853,0.053128689492325853,0.0,0.03423848878394333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04604486422668241,0.0,0.0,0.0,0.053128689492325853,0.0,0.0,0.0,0.0,0.05194805194805195,0.0,0.04250295159386069,0.048406139315230225,0.0448642266824085,0.0,0.0,0.0,0.048406139315230225,0.0,0.0,0.0,0.0,0.048406139315230225,0.0,0.053128689492325853,0.0,0.0,0.053128689492325853,0.0,0.0,0.053128689492325853,0.0,0.0,0.053128689492325853,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.05301204819277108,0.0,0.0,0.0,0.0,0.05060240963855422,0.0,0.051807228915662654,0.05301204819277108,0.05301204819277108,0.0,0.0,0.0,0.05301204819277108,0.05301204819277108,0.0,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046987951807228916,0.0,0.0,0.0,0.05301204819277108,0.0,0.0,0.0,0.0,0.05060240963855422,0.0,0.043373493975903614,0.04819277108433735,0.04578313253012048,0.0,0.0,0.0,0.05060240963855422,0.0,0.0,0.0,0.0,0.046987951807228916,0.0,0.05301204819277108,0.0,0.0,0.051807228915662654,0.0,0.0,0.05301204819277108,0.0,0.0,0.05301204819277108,0.0
