,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,paracentral-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,superiorparietal-lh
caudalmiddlefrontal-rh,0.125,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.11842105263157894,0.13157894736842105,0.13157894736842105,0.09868421052631579
frontalpole-lh,0.09947643979057591,0.14136125654450263,0.14659685863874344,0.14659685863874344,0.09424083769633508,0.14659685863874344,0.14659685863874344,0.07853403141361257
frontalpole-rh,0.08878504672897196,0.1261682242990654,0.17757009345794392,0.14953271028037382,0.08411214953271028,0.14485981308411214,0.1588785046728972,0.07009345794392523
lateralorbitofrontal-lh,0.09134615384615384,0.12980769230769232,0.15865384615384615,0.15384615384615385,0.08653846153846154,0.14903846153846154,0.15865384615384615,0.07211538461538461
paracentral-rh,0.1292517006802721,0.1292517006802721,0.1292517006802721,0.1292517006802721,0.12244897959183673,0.1292517006802721,0.1292517006802721,0.10204081632653061
rostralanteriorcingulate-lh,0.09223300970873786,0.13106796116504854,0.1553398058252427,0.1553398058252427,0.08737864077669903,0.15048543689320387,0.1553398058252427,0.07281553398058252
rostralmiddlefrontal-lh,0.09004739336492891,0.12796208530805686,0.16587677725118483,0.15165876777251186,0.08530805687203792,0.14691943127962084,0.16113744075829384,0.07109004739336493
superiorparietal-lh,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.12598425196850394,0.11811023622047244
