,entorhinal-rh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.3877721943048576,0.051926298157453935,0.23869346733668342,0.04187604690117253,0.19262981574539365,0.035175879396984924,0.04522613065326633,0.006700167504187605
frontalpole-rh,0.056782334384858045,0.40799158780231337,0.06309148264984227,0.20504731861198738,0.013669821240799159,0.1819137749737119,0.06414300736067298,0.007360672975814932
insula-rh,0.22268907563025211,0.05546218487394958,0.4781512605042017,0.04789915966386555,0.14369747899159663,0.03277310924369748,0.019327731092436976,0.0
medialorbitofrontal-lh,0.04612159329140461,0.21593291404612158,0.05345911949685535,0.44863731656184486,0.023060796645702306,0.1069182389937107,0.10272536687631027,0.0031446540880503146
parahippocampal-rh,0.21271186440677967,0.016101694915254237,0.16016949152542373,0.023728813559322035,0.44152542372881354,0.001694915254237288,0.06016949152542373,0.08389830508474576
rostralmiddlefrontal-rh,0.039603960396039604,0.1705170517051705,0.036303630363036306,0.09900990099009901,0.0,0.41914191419141916,0.11001100110011001,0.1254125412541254
temporalpole-lh,0.05859375,0.0537109375,0.0263671875,0.0810546875,0.0751953125,0.091796875,0.462890625,0.150390625
temporalpole-rh,0.024752475247524754,0.0049504950495049506,0.0,0.0012376237623762376,0.14232673267326731,0.12128712871287128,0.1905940594059406,0.5148514851485149
