,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.1282051282051282,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.1111111111111111,0.09401709401709402,0.1282051282051282,0.1282051282051282
parsopercularis-lh,0.12396694214876033,0.14049586776859505,0.14049586776859505,0.1487603305785124,0.10743801652892562,0.09090909090909091,0.12396694214876033,0.12396694214876033
postcentral-rh,0.12396694214876033,0.14049586776859505,0.14049586776859505,0.1487603305785124,0.10743801652892562,0.09090909090909091,0.12396694214876033,0.12396694214876033
rostralmiddlefrontal-rh,0.12,0.136,0.136,0.176,0.104,0.088,0.12,0.12
superiorparietal-lh,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12037037037037036,0.10185185185185185,0.12962962962962962,0.12962962962962962
superiorparietal-rh,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.11578947368421053,0.12631578947368421,0.12631578947368421
superiortemporal-rh,0.1282051282051282,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.1111111111111111,0.09401709401709402,0.1282051282051282,0.1282051282051282
supramarginal-rh,0.1282051282051282,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.1111111111111111,0.09401709401709402,0.1282051282051282,0.1282051282051282
