,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.7692307692307693,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616,0.0,0.0
parsopercularis-lh,0.04081632653061224,0.0,0.46938775510204084,0.17346938775510204,0.11224489795918367,0.0,0.08163265306122448,0.12244897959183673
postcentral-rh,0.0,0.0,0.1619047619047619,0.29523809523809524,0.14285714285714285,0.0,0.1619047619047619,0.23809523809523808
rostralmiddlefrontal-rh,0.0,0.0,0.08536585365853659,0.17073170731707318,0.36585365853658536,0.0,0.18292682926829268,0.1951219512195122
superiortemporal-rh,0.0,0.42,0.0,0.0,0.0,0.58,0.0,0.0
supramarginal-lh,0.0,0.0,0.07058823529411765,0.17647058823529413,0.17647058823529413,0.0,0.3058823529411765,0.27058823529411763
supramarginal-rh,0.0,0.0,0.11214953271028037,0.22429906542056074,0.14953271028037382,0.0,0.22429906542056074,0.2897196261682243
