,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.2537313432835821,0.13930348258706468,0.0845771144278607,0.06467661691542288,0.08955223880597014,0.0845771144278607,0.1791044776119403,0.1044776119402985
postcentral-lh,0.14948453608247422,0.26288659793814434,0.1134020618556701,0.07216494845360824,0.10309278350515463,0.0979381443298969,0.08247422680412371,0.11855670103092783
postcentral-rh,0.09004739336492891,0.12322274881516587,0.3175355450236967,0.09004739336492891,0.0947867298578199,0.10900473933649289,0.07109004739336493,0.10426540284360189
rostralmiddlefrontal-lh,0.11450381679389313,0.12213740458015267,0.13740458015267176,0.1450381679389313,0.15267175572519084,0.1297709923664122,0.06870229007633588,0.1297709923664122
superiorfrontal-lh,0.13245033112582782,0.152317880794702,0.13245033112582782,0.12582781456953643,0.16556291390728478,0.11258278145695365,0.059602649006622516,0.11920529801324503
superiortemporal-lh,0.10975609756097561,0.12195121951219512,0.1402439024390244,0.10975609756097561,0.10975609756097561,0.1524390243902439,0.10975609756097561,0.14634146341463414
superiortemporal-rh,0.22580645161290322,0.0967741935483871,0.0967741935483871,0.05806451612903226,0.05806451612903226,0.0967741935483871,0.25161290322580643,0.11612903225806452
supramarginal-lh,0.13414634146341464,0.14634146341463414,0.11585365853658537,0.09146341463414634,0.10975609756097561,0.12804878048780488,0.11585365853658537,0.15853658536585366
