,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.37209302325581395,0.0,0.0,0.0,0.0,0.37209302325581395,0.0,0.2558139534883721
parsopercularis-lh,0.0,0.49193548387096775,0.25,0.024193548387096774,0.20967741935483872,0.024193548387096774,0.0,0.0
postcentral-rh,0.0,0.15053763440860216,0.3709677419354839,0.0,0.3548387096774194,0.0,0.0,0.12365591397849462
rostralmiddlefrontal-rh,0.0,0.0625,0.0,0.9375,0.0,0.0,0.0,0.0
superiorparietal-rh,0.0,0.1366120218579235,0.366120218579235,0.0,0.366120218579235,0.0,0.0,0.13114754098360656
superiortemporal-rh,0.3111111111111111,0.08888888888888889,0.0,0.0,0.0,0.4,0.0,0.2
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-rh,0.11818181818181818,0.0,0.20909090909090908,0.00909090909090909,0.20909090909090908,0.1,0.0,0.35454545454545455
