,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-lh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.2323557847244602,0.1308411214953271,0.013857557202707057,0.1688688366097325,0.14631002255881406,0.0,0.09732516919110538,0.21044150821785368
insula-rh,0.10382934978154716,0.3099460292983809,0.03392444101773323,0.13775379079928038,0.17347725520431764,0.0,0.1133384734001542,0.12773066049858647
isthmuscingulate-rh,0.024232633279483037,0.07215939687668282,0.4491114701130856,0.08616047388260635,0.10446957458266021,0.19063004846526657,0.05546580506192784,0.017770597738287562
lateraloccipital-lh,0.12103219913222196,0.12194564969171044,0.036081297099794477,0.22448047499429094,0.2052980132450331,0.0,0.13450559488467687,0.1566567709522722
lateralorbitofrontal-rh,0.099116569704805,0.14458090928679165,0.041801335918982975,0.19543201896143073,0.2592113768584357,0.0,0.1301443654384831,0.1297134238310709
parahippocampal-rh,0.0,0.0012836970474967907,0.4492939666238768,0.0,0.0,0.5494223363286265,0.0,0.0
rostralanteriorcingulate-lh,0.09455676516329704,0.136547433903577,0.031415241057542766,0.18320373250388802,0.18662519440124417,0.0,0.21835147744945568,0.14930015552099535
rostralanteriorcingulate-rh,0.16939890710382513,0.12984647410876918,0.008066614623991674,0.17642466822794692,0.15456674473067916,0.0,0.12438199323445225,0.2373145979703357
