,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
entorhinal-lh,0.735897435897436,0.07948717948717948,0.0,0.07435897435897436,0.04871794871794872,0.0,0.05641025641025641,0.005128205128205128
frontalpole-lh,0.06451612903225806,0.7681451612903226,0.08870967741935484,0.016129032258064516,0.0020161290322580645,0.012096774193548387,0.04838709677419355,0.0
frontalpole-rh,0.0,0.16666666666666666,0.8293650793650794,0.0,0.003968253968253968,0.0,0.0,0.0
parahippocampal-lh,0.11263736263736264,0.024725274725274724,0.0,0.7664835164835165,0.06043956043956044,0.0,0.013736263736263736,0.02197802197802198
temporalpole-lh,0.1341991341991342,0.017316017316017316,0.012987012987012988,0.0735930735930736,0.7186147186147186,0.0,0.03896103896103896,0.004329004329004329
temporalpole-rh,0.0,0.022988505747126436,0.0,0.0,0.0,0.9224137931034483,0.0,0.05459770114942529
transversetemporal-lh,0.09137055837563451,0.116751269035533,0.0,0.02030456852791878,0.01015228426395939,0.0,0.7614213197969543,0.0
transversetemporal-rh,0.013745704467353952,0.003436426116838488,0.003436426116838488,0.054982817869415807,0.0,0.024054982817869417,0.0,0.9003436426116839
