,cuneus-lh,insula-rh,isthmuscingulate-rh,lateraloccipital-lh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.18106312292358803,0.10465116279069768,0.10465116279069768,0.17691029900332225,0.11212624584717608,0.12541528239202657,0.08305647840531562,0.11212624584717608
insula-rh,0.14575866188769415,0.15890083632019117,0.0884109916367981,0.16009557945041816,0.11230585424133811,0.12783751493428913,0.1063321385902031,0.1003584229390681
isthmuscingulate-rh,0.14189189189189189,0.08558558558558559,0.14076576576576577,0.13963963963963963,0.13063063063063063,0.12274774774774774,0.09684684684684684,0.14189189189189189
lateraloccipital-lh,0.1682615629984051,0.1076555023923445,0.09728867623604466,0.19696969696969696,0.1076555023923445,0.12360446570972887,0.09330143540669857,0.10526315789473684
pericalcarine-lh,0.13960703205791106,0.09927611168562564,0.11789038262668046,0.13960703205791106,0.13857290589451912,0.13340227507755947,0.10341261633919338,0.1282316442605998
pericalcarine-rh,0.14622178606476938,0.1069676153091266,0.10500490677134446,0.15014720314033367,0.12463199214916584,0.15407262021589793,0.09813542688910697,0.11481844946025516
rostralanteriorcingulate-lh,0.11668611435239207,0.10618436406067679,0.09801633605600933,0.13418903150525088,0.11668611435239207,0.11668611435239207,0.20186697782963828,0.10968494749124855
rostralanteriorcingulate-rh,0.14150943396226415,0.09014675052410902,0.129979035639413,0.14046121593291405,0.1320754716981132,0.12473794549266247,0.10062893081761007,0.14046121593291405
