,Fp1,P3,P8,CP3,P1,P5,PO3,TP8
Fp1,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.9871794871794872
