,Fp1,P3,P8,CP3,P1,P5,PO3,TP8
Fp1,0.49019607843137253,0.0,0.0,0.0,0.0,0.0,0.0,0.5098039215686274
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.4262295081967213,0.0,0.0,0.0,0.0,0.0,0.0,0.5737704918032787
