,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.25,0.16666666666666666,0.075,0.008333333333333333,0.10833333333333334,0.1,0.14166666666666666,0.15
inferiorparietal-rh,0.14925373134328357,0.19402985074626866,0.11940298507462686,0.022388059701492536,0.09701492537313433,0.12686567164179105,0.1417910447761194,0.14925373134328357
parstriangularis-rh,0.0891089108910891,0.13861386138613863,0.297029702970297,0.09900990099009901,0.0594059405940594,0.1485148514851485,0.06930693069306931,0.09900990099009901
rostralmiddlefrontal-lh,0.0,0.0,0.15,0.525,0.0,0.325,0.0,0.0
superiorfrontal-lh,0.11627906976744186,0.11627906976744186,0.07751937984496124,0.0,0.29457364341085274,0.10852713178294573,0.13178294573643412,0.15503875968992248
superiorparietal-lh,0.08849557522123894,0.11504424778761062,0.13274336283185842,0.1504424778761062,0.10619469026548672,0.26548672566371684,0.07079646017699115,0.07079646017699115
superiortemporal-lh,0.14728682170542637,0.14728682170542637,0.07751937984496124,0.0,0.13953488372093023,0.07751937984496124,0.2248062015503876,0.18604651162790697
supramarginal-lh,0.13986013986013987,0.14685314685314685,0.0979020979020979,0.0,0.16083916083916083,0.06993006993006994,0.17482517482517482,0.2097902097902098
