,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parstriangularis-rh,0.15,0.15833333333333333,0.13333333333333333,0.1,0.008333333333333333,0.15833333333333333,0.14166666666666666,0.15
precentral-lh,0.15,0.15833333333333333,0.13333333333333333,0.1,0.008333333333333333,0.15833333333333333,0.14166666666666666,0.15
precentral-rh,0.15447154471544716,0.15447154471544716,0.13821138211382114,0.08943089430894309,0.016260162601626018,0.14634146341463414,0.14634146341463414,0.15447154471544716
rostralmiddlefrontal-lh,0.14285714285714285,0.14285714285714285,0.12857142857142856,0.15714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
superiorfrontal-lh,0.07894736842105263,0.07894736842105263,0.10526315789473684,0.0,0.5263157894736842,0.05263157894736842,0.07894736842105263,0.07894736842105263
superiortemporal-lh,0.1504424778761062,0.1592920353982301,0.13274336283185842,0.10619469026548672,0.0,0.1592920353982301,0.1415929203539823,0.1504424778761062
superiortemporal-rh,0.15254237288135594,0.15254237288135594,0.13559322033898305,0.1016949152542373,0.00847457627118644,0.15254237288135594,0.1440677966101695,0.15254237288135594
supramarginal-lh,0.15,0.15833333333333333,0.13333333333333333,0.1,0.008333333333333333,0.15833333333333333,0.14166666666666666,0.15
