,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.16853932584269662,0.1797752808988764,0.06741573033707865,0.011235955056179775,0.14606741573033707,0.1348314606741573,0.14606741573033707,0.14606741573033707
inferiorparietal-rh,0.14423076923076922,0.18269230769230768,0.10576923076923077,0.028846153846153848,0.125,0.16346153846153846,0.125,0.125
parstriangularis-rh,0.056338028169014086,0.1267605633802817,0.28169014084507044,0.14084507042253522,0.08450704225352113,0.2112676056338028,0.028169014084507043,0.07042253521126761
rostralmiddlefrontal-lh,0.0,0.0,0.15,0.525,0.0,0.325,0.0,0.0
superiorfrontal-lh,0.1308411214953271,0.14018691588785046,0.09345794392523364,0.0,0.19626168224299065,0.09345794392523364,0.1588785046728972,0.18691588785046728
superiorparietal-lh,0.09433962264150944,0.12264150943396226,0.14150943396226415,0.16037735849056603,0.07547169811320754,0.25471698113207547,0.07547169811320754,0.07547169811320754
superiortemporal-lh,0.14432989690721648,0.14432989690721648,0.061855670103092786,0.0,0.18556701030927836,0.10309278350515463,0.17525773195876287,0.18556701030927836
supramarginal-lh,0.13157894736842105,0.13157894736842105,0.07894736842105263,0.0,0.20175438596491227,0.08771929824561403,0.16666666666666666,0.20175438596491227
