,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.18,0.14,0.15,0.13,0.12,0.01,0.14,0.13
parstriangularis-rh,0.1487603305785124,0.1487603305785124,0.15702479338842976,0.14049586776859505,0.08264462809917356,0.04132231404958678,0.14049586776859505,0.14049586776859505
precentral-lh,0.1623931623931624,0.1452991452991453,0.15384615384615385,0.13675213675213677,0.09401709401709402,0.03418803418803419,0.13675213675213677,0.13675213675213677
precentral-rh,0.136,0.152,0.16,0.144,0.08,0.048,0.136,0.144
rostralmiddlefrontal-lh,0.15873015873015872,0.12698412698412698,0.14285714285714285,0.12698412698412698,0.1746031746031746,0.0,0.14285714285714285,0.12698412698412698
superiorfrontal-lh,0.08620689655172414,0.15517241379310345,0.13793103448275862,0.1724137931034483,0.034482758620689655,0.1724137931034483,0.10344827586206896,0.13793103448275862
superiortemporal-lh,0.16346153846153846,0.14423076923076922,0.15384615384615385,0.1346153846153846,0.10576923076923077,0.019230769230769232,0.14423076923076922,0.1346153846153846
supramarginal-lh,0.14912280701754385,0.14912280701754385,0.15789473684210525,0.14035087719298245,0.08771929824561403,0.03508771929824561,0.14035087719298245,0.14035087719298245
