,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3684210526315789,0.17105263157894737,0.09210526315789473,0.14473684210526316,0.09210526315789473,0.06578947368421052,0.0,0.06578947368421052
caudalmiddlefrontal-rh,0.11403508771929824,0.2543859649122807,0.12280701754385964,0.06140350877192982,0.11403508771929824,0.10526315789473684,0.08771929824561403,0.14035087719298245
parstriangularis-rh,0.09375,0.125,0.22916666666666666,0.15625,0.17708333333333334,0.041666666666666664,0.07291666666666667,0.10416666666666667
rostralmiddlefrontal-lh,0.1746031746031746,0.07936507936507936,0.1746031746031746,0.36507936507936506,0.15873015873015872,0.0,0.0,0.047619047619047616
rostralmiddlefrontal-rh,0.1,0.12222222222222222,0.16666666666666666,0.13333333333333333,0.2777777777777778,0.03333333333333333,0.06666666666666667,0.1
superiorfrontal-lh,0.0449438202247191,0.16853932584269662,0.06741573033707865,0.0,0.056179775280898875,0.39325842696629215,0.10112359550561797,0.16853932584269662
superiortemporal-lh,0.024390243902439025,0.17073170731707318,0.10975609756097561,0.024390243902439025,0.0975609756097561,0.08536585365853659,0.35365853658536583,0.13414634146341464
superiortemporal-rh,0.056074766355140186,0.17757009345794392,0.11214953271028037,0.04672897196261682,0.102803738317757,0.14953271028037382,0.102803738317757,0.2523364485981308
