,F7,Pz,P4,CP2,AF3,P2,CP4,FCz
F7,0.1702127659574468,0.1595744680851064,0.1595744680851064,0.1595744680851064,0.0,0.0,0.1702127659574468,0.18085106382978725
Pz,0.17045454545454544,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.0,0.0,0.17045454545454544,0.18181818181818182
P4,0.17045454545454544,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.0,0.0,0.17045454545454544,0.18181818181818182
CP2,0.17045454545454544,0.1590909090909091,0.1590909090909091,0.1590909090909091,0.0,0.0,0.17045454545454544,0.18181818181818182
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CP4,0.1702127659574468,0.1595744680851064,0.1595744680851064,0.1595744680851064,0.0,0.0,0.1702127659574468,0.18085106382978725
FCz,0.17,0.16,0.16,0.16,0.0,0.0,0.17,0.18
