,F7,Pz,P4,CP2,AF3,P2,CP4,FCz
F7,0.25,0.15,0.15,0.1,0.3,0.0,0.05,0.0
Pz,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.0,0.08333333333333333,0.0
P4,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.25,0.0,0.08333333333333333,0.0
CP2,0.2,0.2,0.2,0.1,0.2,0.0,0.1,0.0
AF3,0.1875,0.09375,0.09375,0.0625,0.53125,0.0,0.03125,0.0
P2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CP4,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
