,F7,Pz,P4,CP2,AF3,P2,CP4,FCz
F7,0.17045454545454544,0.16477272727272727,0.16477272727272727,0.16287878787878787,0.011363636363636364,0.0,0.16287878787878787,0.16287878787878787
Pz,0.1651031894934334,0.1669793621013133,0.1669793621013133,0.1651031894934334,0.005628517823639775,0.0,0.1669793621013133,0.16322701688555347
P4,0.1651031894934334,0.1669793621013133,0.1669793621013133,0.1651031894934334,0.005628517823639775,0.0,0.1669793621013133,0.16322701688555347
CP2,0.1638418079096045,0.16760828625235405,0.16760828625235405,0.1657250470809793,0.003766478342749529,0.0,0.16760828625235405,0.1638418079096045
AF3,0.04411764705882353,0.022058823529411766,0.022058823529411766,0.014705882352941176,0.8088235294117647,0.08088235294117647,0.007352941176470588,0.0
P2,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0
CP4,0.16539923954372623,0.16730038022813687,0.16730038022813687,0.16539923954372623,0.0019011406844106464,0.0,0.16730038022813687,0.16539923954372623
FCz,0.16666666666666666,0.16475095785440613,0.16475095785440613,0.16475095785440613,0.0,0.0,0.16666666666666666,0.1724137931034483
