,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-rh,medialorbitofrontal-lh,parahippocampal-rh,temporalpole-lh
entorhinal-lh,0.8421052631578947,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0
frontalpole-lh,0.0,0.39436619718309857,0.0,0.0,0.07042253521126761,0.09154929577464789,0.323943661971831,0.11971830985915492
frontalpole-rh,0.0,0.0,0.9259259259259259,0.0,0.07407407407407407,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.719626168224299,0.21495327102803738,0.0,0.06542056074766354,0.0
inferiortemporal-rh,0.0,0.05714285714285714,0.02857142857142857,0.16428571428571428,0.4714285714285714,0.0,0.17857142857142858,0.1
medialorbitofrontal-lh,0.06930693069306931,0.16831683168316833,0.0,0.0,0.0,0.6138613861386139,0.1485148514851485,0.0
parahippocampal-rh,0.0,0.2658959537572254,0.0,0.028901734104046242,0.1329479768786127,0.06358381502890173,0.4682080924855491,0.04046242774566474
temporalpole-lh,0.0,0.11926605504587157,0.0,0.0,0.12844036697247707,0.0,0.027522935779816515,0.7247706422018348
