,frontalpole-rh,insula-rh,lateraloccipital-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.43103448275862066,0.034482758620689655,0.0,0.20689655172413793,0.2413793103448276,0.08620689655172414,0.0,0.0
insula-rh,0.03508771929824561,0.19298245614035087,0.0,0.20175438596491227,0.18421052631578946,0.20175438596491227,0.02631578947368421,0.15789473684210525
lateraloccipital-lh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
lateralorbitofrontal-rh,0.09395973154362416,0.15436241610738255,0.0,0.2214765100671141,0.2080536912751678,0.174496644295302,0.020134228187919462,0.12751677852348994
medialorbitofrontal-rh,0.11851851851851852,0.14074074074074075,0.0,0.21481481481481482,0.22962962962962963,0.16296296296296298,0.022222222222222223,0.1111111111111111
parsorbitalis-rh,0.056,0.176,0.0,0.208,0.192,0.2,0.024,0.144
rostralanteriorcingulate-lh,0.0,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.17647058823529413
rostralanteriorcingulate-rh,0.0,0.18867924528301888,0.009433962264150943,0.19811320754716982,0.16037735849056603,0.18867924528301888,0.02830188679245283,0.22641509433962265
