,bankssts-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
frontalpole-lh,0.0,0.0,0.48265895953757226,0.15895953757225434,0.3063583815028902,0.028901734104046242,0.023121387283236993,0.0
frontalpole-rh,0.0,0.0,0.1608832807570978,0.5236593059936908,0.10725552050473186,0.2082018927444795,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.36054421768707484,0.1292517006802721,0.47278911564625853,0.03741496598639456,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.01606425702811245,0.2248995983935743,0.028112449799196786,0.7309236947791165,0.0,0.0
temporalpole-lh,0.0,0.04712041884816754,0.031413612565445025,0.0,0.0,0.0,0.9214659685863874,0.0
temporalpole-rh,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.9939393939393939
