,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.49640287769784175,0.0,0.0,0.0,0.0,0.5035971223021583,0.0
insula-lh,0.0,0.0,0.5069124423963134,0.17511520737327188,0.16589861751152074,0.1382488479262673,0.0,0.013824884792626729
insula-rh,0.0,0.0,0.17272727272727273,0.43636363636363634,0.2727272727272727,0.11818181818181818,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.1708542713567839,0.3015075376884422,0.5276381909547738,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.21621621621621623,0.1891891891891892,0.0,0.5945945945945946,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.44025157232704404,0.0,0.0,0.0,0.0,0.559748427672956,0.0
transversetemporal-rh,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.9523809523809523
