,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.5374149659863946,0.0,0.0,0.0,0.0,0.0,0.46258503401360546,0.0
caudalanteriorcingulate-rh,0.0,0.2748091603053435,0.0,0.0,0.0,0.2824427480916031,0.16030534351145037,0.2824427480916031
frontalpole-lh,0.0,0.0,0.5727272727272728,0.42727272727272725,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.3488372093023256,0.6511627906976745,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.11349693251533742,0.0,0.0,0.0,0.5797546012269938,0.11042944785276074,0.19631901840490798
rostralanteriorcingulate-lh,0.25660377358490566,0.08679245283018867,0.0,0.0,0.0,0.13584905660377358,0.3849056603773585,0.13584905660377358
rostralanteriorcingulate-rh,0.0,0.185,0.0,0.0,0.0,0.32,0.18,0.315
