,caudalanteriorcingulate-lh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.0,0.14285714285714285,0.19047619047619047
lateraloccipital-rh,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.0,0.14285714285714285,0.19047619047619047
medialorbitofrontal-lh,0.17777777777777778,0.17777777777777778,0.15555555555555556,0.17777777777777778,0.0,0.0,0.15555555555555556,0.15555555555555556
medialorbitofrontal-rh,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.023809523809523808,0.0,0.14285714285714285,0.19047619047619047
middletemporal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.17777777777777778,0.17777777777777778,0.15555555555555556,0.17777777777777778,0.0,0.0,0.15555555555555556,0.15555555555555556
rostralanteriorcingulate-rh,0.16216216216216217,0.16216216216216217,0.13513513513513514,0.16216216216216217,0.05405405405405406,0.0,0.13513513513513514,0.1891891891891892
