,bankssts-lh,cuneus-rh,frontalpole-rh,medialorbitofrontal-lh,paracentral-lh,parahippocampal-lh,rostralanteriorcingulate-rh,superiorparietal-rh
bankssts-lh,0.5555555555555556,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0
cuneus-rh,0.0,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.21428571428571427,0.0,0.0,0.25
frontalpole-rh,0.0,0.07692307692307693,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385
medialorbitofrontal-lh,0.0,0.21428571428571427,0.10714285714285714,0.21428571428571427,0.21428571428571427,0.0,0.0,0.25
paracentral-lh,0.0,0.21875,0.09375,0.21875,0.21875,0.0,0.0,0.25
parahippocampal-lh,0.38461538461538464,0.0,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0
rostralanteriorcingulate-rh,0.3333333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,0.4,0.0
superiorparietal-rh,0.0,0.20689655172413793,0.13793103448275862,0.20689655172413793,0.20689655172413793,0.0,0.0,0.2413793103448276
