,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,lingual-lh,parahippocampal-lh,parsorbitalis-lh,parstriangularis-lh
caudalmiddlefrontal-rh,0.9538461538461539,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.6304347826086957,0.0,0.0,0.3695652173913043,0.0,0.0,0.0
frontalpole-lh,0.015384615384615385,0.0,0.6307692307692307,0.13846153846153847,0.0,0.0,0.2153846153846154,0.0
frontalpole-rh,0.0,0.0,0.09090909090909091,0.8363636363636363,0.0,0.0,0.0,0.07272727272727272
lingual-lh,0.0,0.2289156626506024,0.0,0.0,0.6265060240963856,0.14457831325301204,0.0,0.0
parahippocampal-lh,0.0,0.09090909090909091,0.0,0.0,0.21818181818181817,0.6909090909090909,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5166666666666667,0.15
parstriangularis-lh,0.0,0.0,0.029850746268656716,0.11940298507462686,0.0,0.0,0.1791044776119403,0.6716417910447762
