,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6458333333333334,0.057291666666666664,0.041666666666666664,0.0,0.020833333333333332,0.036458333333333336,0.0,0.19791666666666666
frontalpole-rh,0.10112359550561797,0.7865168539325843,0.0,0.0,0.0,0.11235955056179775,0.0,0.0
isthmuscingulate-rh,0.0967741935483871,0.0,0.5913978494623656,0.0,0.0,0.21505376344086022,0.0,0.0967741935483871
lingual-lh,0.0,0.0,0.006802721088435374,0.7346938775510204,0.14965986394557823,0.10884353741496598,0.0,0.0
parahippocampal-lh,0.08620689655172414,0.0,0.0,0.12931034482758622,0.646551724137931,0.008620689655172414,0.0,0.12931034482758622
parahippocampal-rh,0.024390243902439025,0.07317073170731707,0.13821138211382114,0.12195121951219512,0.0,0.6260162601626016,0.0,0.016260162601626018
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.23529411764705882,0.022058823529411766,0.03676470588235294,0.007352941176470588,0.051470588235294115,0.03676470588235294,0.0,0.6102941176470589
