,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parstriangularis-rh,0.1349206349206349,0.11904761904761904,0.1111111111111111,0.1349206349206349,0.12698412698412698,0.11904761904761904,0.1349206349206349,0.11904761904761904
postcentral-lh,0.12408759124087591,0.12408759124087591,0.11678832116788321,0.13138686131386862,0.13138686131386862,0.11678832116788321,0.13138686131386862,0.12408759124087591
postcentral-rh,0.12,0.12666666666666668,0.12,0.13333333333333333,0.12666666666666668,0.11333333333333333,0.13333333333333333,0.12666666666666668
precentral-rh,0.12857142857142856,0.12142857142857143,0.11428571428571428,0.1357142857142857,0.12857142857142856,0.11428571428571428,0.1357142857142857,0.12142857142857143
superiorparietal-rh,0.11888111888111888,0.1258741258741259,0.11888111888111888,0.13286713286713286,0.13286713286713286,0.11188811188811189,0.13286713286713286,0.1258741258741259
superiortemporal-lh,0.13076923076923078,0.11538461538461539,0.1076923076923077,0.13076923076923078,0.11538461538461539,0.15384615384615385,0.13076923076923078,0.11538461538461539
superiortemporal-rh,0.12857142857142856,0.12142857142857143,0.11428571428571428,0.1357142857142857,0.12857142857142856,0.10714285714285714,0.14285714285714285,0.12142857142857143
supramarginal-lh,0.125,0.125,0.11805555555555555,0.13194444444444445,0.13194444444444445,0.11805555555555555,0.125,0.125
