,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.14893617021276595,0.0851063829787234,0.14893617021276595,0.1276595744680851,0.1276595744680851,0.14893617021276595,0.10638297872340426,0.10638297872340426
frontalpole-rh,0.11538461538461539,0.1346153846153846,0.11538461538461539,0.1346153846153846,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.15384615384615385
isthmuscingulate-rh,0.14893617021276595,0.0851063829787234,0.14893617021276595,0.1276595744680851,0.1276595744680851,0.14893617021276595,0.10638297872340426,0.10638297872340426
medialorbitofrontal-lh,0.1509433962264151,0.09433962264150944,0.1509433962264151,0.1320754716981132,0.1320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132
medialorbitofrontal-rh,0.15217391304347827,0.08695652173913043,0.15217391304347827,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.10869565217391304,0.10869565217391304
rostralanteriorcingulate-rh,0.15151515151515152,0.06060606060606061,0.15151515151515152,0.12121212121212122,0.12121212121212122,0.21212121212121213,0.09090909090909091,0.09090909090909091
rostralmiddlefrontal-lh,0.12962962962962962,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.12962962962962962,0.09259259259259259,0.12962962962962962,0.12962962962962962
temporalpole-rh,0.12962962962962962,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.12962962962962962,0.09259259259259259,0.12962962962962962,0.12962962962962962
