,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.10204081632653061
frontalpole-rh,0.125,0.125,0.14285714285714285,0.125,0.125,0.125,0.125,0.10714285714285714
insula-rh,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.10204081632653061
lateralorbitofrontal-rh,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.12244897959183673,0.14285714285714285,0.12244897959183673,0.10204081632653061
medialorbitofrontal-rh,0.125,0.125,0.14285714285714285,0.125,0.125,0.125,0.125,0.10714285714285714
parahippocampal-rh,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.12195121951219512,0.0975609756097561
rostralanteriorcingulate-lh,0.125,0.125,0.14285714285714285,0.125,0.125,0.125,0.125,0.10714285714285714
rostralanteriorcingulate-rh,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.12962962962962962,0.1111111111111111,0.12962962962962962,0.1111111111111111
