,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.3333333333333333,0.14052287581699346,0.0,0.1568627450980392,0.0,0.10784313725490197,0.19281045751633988,0.06862745098039216
frontalpole-rh,0.12051282051282051,0.3384615384615385,0.0,0.1282051282051282,0.0,0.13846153846153847,0.2743589743589744,0.0
insula-lh,0.0,0.0,0.8095238095238095,0.0,0.19047619047619047,0.0,0.0,0.0
medialorbitofrontal-lh,0.1610738255033557,0.15436241610738255,0.0,0.3053691275167785,0.0,0.09060402684563758,0.28859060402684567,0.0
paracentral-lh,0.0,0.0,0.07346938775510205,0.0,0.7510204081632653,0.09387755102040816,0.08163265306122448,0.0
rostralanteriorcingulate-lh,0.088,0.13333333333333333,0.0,0.07733333333333334,0.056,0.32,0.3253333333333333,0.0
rostralanteriorcingulate-rh,0.0976,0.1616,0.0,0.1408,0.0288,0.1904,0.3808,0.0
temporalpole-lh,0.09251101321585903,0.0,0.0,0.0,0.0,0.0,0.0,0.9074889867841409
