,entorhinal-lh,fusiform-lh,inferiortemporal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh
entorhinal-lh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
fusiform-lh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
inferiortemporal-lh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
insula-lh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
isthmuscingulate-rh,0.125,0.125,0.125,0.12569060773480664,0.125,0.125,0.125,0.12430939226519337
lingual-lh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
parahippocampal-lh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
parahippocampal-rh,0.125,0.125,0.125,0.12569444444444444,0.125,0.125,0.125,0.12430555555555556
