,bankssts-lh,caudalmiddlefrontal-rh,paracentral-rh,parstriangularis-lh,posteriorcingulate-rh,precentral-rh,superiorfrontal-rh,temporalpole-lh
bankssts-lh,0.3346613545816733,0.1752988047808765,0.09163346613545817,0.08764940239043825,0.2151394422310757,0.0398406374501992,0.05179282868525897,0.00398406374501992
caudalmiddlefrontal-rh,0.1774193548387097,0.2862903225806452,0.1532258064516129,0.016129032258064516,0.3024193548387097,0.0,0.0,0.06451612903225806
paracentral-rh,0.1220472440944882,0.2047244094488189,0.2637795275590551,0.0,0.2677165354330709,0.027559055118110236,0.011811023622047244,0.10236220472440945
parstriangularis-lh,0.09693877551020408,0.00510204081632653,0.02040816326530612,0.2857142857142857,0.01020408163265306,0.23979591836734693,0.25510204081632654,0.08673469387755102
posteriorcingulate-rh,0.1829652996845426,0.24921135646687698,0.167192429022082,0.012618296529968454,0.3280757097791798,0.0031545741324921135,0.0,0.056782334384858045
precentral-rh,0.03571428571428571,0.015873015873015872,0.06349206349206349,0.16666666666666666,0.023809523809523808,0.31746031746031744,0.24206349206349206,0.1349206349206349
superiorfrontal-rh,0.036290322580645164,0.0,0.03225806451612903,0.18951612903225806,0.004032258064516129,0.31048387096774194,0.31048387096774194,0.11693548387096774
temporalpole-lh,0.03431372549019608,0.10784313725490197,0.14215686274509803,0.09313725490196079,0.11764705882352941,0.13725490196078433,0.09313725490196079,0.27450980392156865
