,Fp1,TP10,AFz,F1,P1,AF8,AF4,F2
Fp1,0.2441860465116279,0.2441860465116279,0.26744186046511625,0.0,0.0,0.0,0.2441860465116279,0.0
TP10,0.24390243902439024,0.24390243902439024,0.2682926829268293,0.0,0.0,0.0,0.24390243902439024,0.0
AFz,0.24444444444444444,0.24444444444444444,0.26666666666666666,0.0,0.0,0.0,0.24444444444444444,0.0
F1,0.0,0.0,0.0,0.46153846153846156,0.20512820512820512,0.0,0.0,0.3333333333333333
P1,0.0,0.0,0.0,0.34782608695652173,0.30434782608695654,0.0,0.0,0.34782608695652173
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.24444444444444444,0.24444444444444444,0.26666666666666666,0.0,0.0,0.0,0.24444444444444444,0.0
F2,0.0,0.0,0.0,0.3939393939393939,0.24242424242424243,0.0,0.0,0.36363636363636365
