,Fp1,TP10,AFz,F1,P1,AF8,AF4,F2
Fp1,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.0
TP10,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0
AF4,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
