,bankssts-lh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.45,0.0,0.0,0.2125,0.0875,0.25,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.3613138686131387,0.3686131386861314,0.0,0.0,0.0,0.22627737226277372,0.043795620437956206
caudalanteriorcingulate-rh,0.0,0.3531468531468531,0.36713286713286714,0.0,0.0,0.0,0.23426573426573427,0.045454545454545456
frontalpole-lh,0.16161616161616163,0.0,0.0,0.3434343434343434,0.04040404040404041,0.36363636363636365,0.0,0.09090909090909091
frontalpole-rh,0.18,0.0,0.0,0.12,0.42,0.28,0.0,0.0
medialorbitofrontal-rh,0.11173184357541899,0.0,0.0,0.2011173184357542,0.0670391061452514,0.5307262569832403,0.0,0.0893854748603352
rostralanteriorcingulate-lh,0.0,0.248,0.26,0.0,0.0,0.0,0.392,0.1
rostralanteriorcingulate-rh,0.0,0.08620689655172414,0.09482758620689655,0.09482758620689655,0.0,0.15517241379310345,0.20689655172413793,0.3620689655172414
