,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.05486968449931413,0.04252400548696845,0.03223593964334705,0.04458161865569273,0.04046639231824417,0.021262002743484224,0.0,0.0,0.02263374485596708,0.0,0.04183813443072702,0.0,0.03155006858710562,0.0,0.00411522633744856,0.029492455418381344,0.006172839506172839,0.0541838134430727,0.0,0.0,0.03772290809327846,0.0006858710562414266,0.0,0.03292181069958848,0.021262002743484224,0.0102880658436214,0.039780521262002745,0.0438957475994513,0.03566529492455418,0.0,0.01783264746227709,0.0,0.0,0.0438957475994513,0.0,0.0,0.0,0.0,0.019204389574759947,0.018518518518518517,0.026748971193415638,0.0,0.01783264746227709,0.019204389574759947,0.0,0.003429355281207133,0.038408779149519894,0.0,0.0,0.017146776406035666,0.0,0.043209876543209874,0.0,0.006172839506172839,0.003429355281207133,0.04252400548696845,0.03429355281207133,0.0,0.0,0.0,0.0
F3,0.04548635409377187,0.044086773967809655,0.032890132960111965,0.04548635409377187,0.041287613715885234,0.02239328201539538,0.0,0.0,0.02309307207837649,0.0,0.042687193841847444,0.0,0.032890132960111965,0.0,0.004198740377886634,0.030090972708187544,0.006997900629811057,0.04478656403079076,0.0,0.0,0.03778866340097971,0.0,0.0,0.03219034289713086,0.02239328201539538,0.01119664100769769,0.041287613715885234,0.04338698390482855,0.0370888733379986,0.0,0.01819454163750875,0.0,0.0,0.04338698390482855,0.0,0.0,0.0,0.0,0.020293911826452064,0.01959412176347096,0.02799160251924423,0.0,0.01819454163750875,0.01959412176347096,0.0,0.0027991602519244225,0.03988803358992302,0.0,0.0,0.016794961511546535,0.0,0.04198740377886634,0.0,0.006997900629811057,0.0027991602519244225,0.044086773967809655,0.03568929321203639,0.0,0.0,0.0,0.0
F7,0.04133685136323659,0.040457343887423045,0.0395778364116095,0.04133685136323659,0.04133685136323659,0.023746701846965697,0.0,0.0,0.025505716798592787,0.0,0.040457343887423045,0.0,0.029023746701846966,0.0,0.005277044854881266,0.03342128408091469,0.0043975373790677225,0.040457343887423045,0.0,0.0,0.040457343887423045,0.0,0.0,0.036939313984168866,0.0158311345646438,0.009674582233948988,0.03869832893579595,0.04133685136323659,0.036939313984168866,0.0,0.022867194371152155,0.0,0.0,0.04133685136323659,0.0,0.0,0.0,0.0,0.021108179419525065,0.020228671943711522,0.030782761653474055,0.0,0.022867194371152155,0.024626209322779244,0.0,0.003518029903254178,0.0395778364116095,0.0,0.0,0.021108179419525065,0.0,0.04133685136323659,0.0,0.0043975373790677225,0.003518029903254178,0.040457343887423045,0.03605980650835532,0.0,0.0,0.0,0.0
FT9,0.046153846153846156,0.043356643356643354,0.032867132867132866,0.045454545454545456,0.04125874125874126,0.021678321678321677,0.0,0.0,0.023076923076923078,0.0,0.04265734265734266,0.0,0.032167832167832165,0.0,0.004195804195804196,0.03006993006993007,0.006293706293706294,0.045454545454545456,0.0,0.0,0.038461538461538464,0.0006993006993006993,0.0,0.033566433566433566,0.021678321678321677,0.01048951048951049,0.04055944055944056,0.044755244755244755,0.03636363636363636,0.0,0.01818181818181818,0.0,0.0,0.044755244755244755,0.0,0.0,0.0,0.0,0.019580419580419582,0.01888111888111888,0.02727272727272727,0.0,0.01818181818181818,0.019580419580419582,0.0,0.0034965034965034965,0.039160839160839164,0.0,0.0,0.017482517482517484,0.0,0.044055944055944055,0.0,0.006293706293706294,0.0034965034965034965,0.043356643356643354,0.03496503496503497,0.0,0.0,0.0,0.0
FC5,0.04424103737604882,0.041952707856598014,0.03585049580472922,0.04424103737604882,0.043478260869565216,0.02135774218154081,0.0,0.0,0.02288329519450801,0.0,0.041952707856598014,0.0,0.029748283752860413,0.0,0.004576659038901602,0.03051106025934401,0.004576659038901602,0.043478260869565216,0.0,0.0,0.041952707856598014,0.0007627765064836003,0.0,0.036613272311212815,0.018306636155606407,0.009153318077803204,0.038901601830663615,0.04500381388253242,0.036613272311212815,0.0,0.019832189168573607,0.0,0.0,0.04500381388253242,0.0,0.0,0.0,0.0,0.01906941266209001,0.018306636155606407,0.02745995423340961,0.0,0.019832189168573607,0.02135774218154081,0.0,0.0038138825324180014,0.038901601830663615,0.0,0.0,0.01906941266209001,0.0,0.04500381388253242,0.0,0.004576659038901602,0.0038138825324180014,0.041952707856598014,0.03585049580472922,0.0,0.0,0.0,0.0
FC1,0.03666666666666667,0.03666666666666667,0.03222222222222222,0.03666666666666667,0.03333333333333333,0.035555555555555556,0.0,0.0,0.035555555555555556,0.0,0.035555555555555556,0.0,0.034444444444444444,0.0,0.006666666666666667,0.035555555555555556,0.011111111111111112,0.03666666666666667,0.0,0.0,0.03,0.0,0.0,0.025555555555555557,0.025555555555555557,0.017777777777777778,0.03666666666666667,0.034444444444444444,0.03666666666666667,0.0,0.02666666666666667,0.0,0.0,0.034444444444444444,0.0,0.0,0.0,0.0,0.03222222222222222,0.03111111111111111,0.03666666666666667,0.0,0.024444444444444446,0.025555555555555557,0.0,0.0,0.03666666666666667,0.0,0.0,0.021111111111111112,0.0,0.03333333333333333,0.0,0.011111111111111112,0.0,0.03666666666666667,0.03666666666666667,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.04887218045112782,0.0,0.0,0.006265664160401002,0.0,0.0,0.002506265664160401,0.03258145363408521,0.0,0.0,0.03759398496240601,0.0012531328320802004,0.040100250626566414,0.0,0.0,0.0037593984962406013,0.0012531328320802004,0.0,0.007518796992481203,0.006265664160401002,0.0012531328320802004,0.0,0.0,0.016290726817042606,0.0,0.05137844611528822,0.05137844611528822,0.0,0.05137844611528822,0.05012531328320802,0.05137844611528822,0.0,0.0,0.0012531328320802004,0.0,0.047619047619047616,0.0,0.0,0.043859649122807015,0.03759398496240601,0.0,0.04887218045112782,0.045112781954887216,0.0,0.05012531328320802,0.0,0.042606516290726815,0.042606516290726815,0.02756892230576441,0.0,0.0,0.05012531328320802,0.05012531328320802,0.0,0.05137844611528822
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.036303630363036306,0.036303630363036306,0.034103410341034104,0.036303630363036306,0.0352035203520352,0.033003300330033,0.0,0.0,0.0352035203520352,0.0,0.036303630363036306,0.0,0.0319031903190319,0.0,0.006600660066006601,0.036303630363036306,0.0088008800880088,0.036303630363036306,0.0,0.0,0.0319031903190319,0.0,0.0,0.027502750275027504,0.0231023102310231,0.015401540154015401,0.036303630363036306,0.036303630363036306,0.036303630363036306,0.0,0.028602860286028604,0.0,0.0,0.036303630363036306,0.0,0.0,0.0,0.0,0.0297029702970297,0.028602860286028604,0.0352035203520352,0.0,0.026402640264026403,0.027502750275027504,0.0,0.0011001100110011,0.036303630363036306,0.0,0.0,0.0231023102310231,0.0,0.0352035203520352,0.0,0.0088008800880088,0.0011001100110011,0.036303630363036306,0.036303630363036306,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.03546099290780142,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0425531914893617,0.0,0.0425531914893617,0.0,0.0,0.02127659574468085,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0425531914893617,0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,0.0,0.0425531914893617,0.0,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0,0.0,0.0425531914893617,0.0425531914893617,0.0,0.0425531914893617
CP1,0.04449307075127644,0.043034281546316555,0.034281546316557256,0.04449307075127644,0.043034281546316555,0.02188183807439825,0.0,0.0,0.023340627279358133,0.0,0.043034281546316555,0.0,0.031363967906637494,0.0,0.00437636761487965,0.030634573304157548,0.005835156819839533,0.0437636761487965,0.0,0.0,0.03938730853391685,0.0,0.0,0.03355215171407731,0.020423048869438368,0.010211524434719184,0.04011670313639679,0.04449307075127644,0.037199124726477024,0.0,0.018964259664478483,0.0,0.0,0.04449307075127644,0.0,0.0,0.0,0.0,0.019693654266958426,0.018964259664478483,0.027716994894237783,0.0,0.018964259664478483,0.020423048869438368,0.0,0.0029175784099197666,0.04011670313639679,0.0,0.0,0.0175054704595186,0.0,0.0437636761487965,0.0,0.005835156819839533,0.0029175784099197666,0.043034281546316555,0.03574033552151714,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
