,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.036544850498338874,0.0,0.03765227021040975,0.03875968992248062,0.0,0.0022148394241417496,0.0011074197120708748,0.0,0.0,0.0,0.0,0.028792912513842746,0.008859357696566999,0.0,0.0,0.03433001107419712,0.03875968992248062,0.004429678848283499,0.03875968992248062,0.03875968992248062,0.029900332225913623,0.0,0.0,0.0,0.0011074197120708748,0.0,0.0022148394241417496,0.029900332225913623,0.017718715393133997,0.03875968992248062,0.03875968992248062,0.0,0.0,0.03875968992248062,0.03875968992248062,0.03875968992248062,0.017718715393133997,0.0221483942414175,0.029900332225913623,0.0011074197120708748,0.03875968992248062,0.029900332225913623,0.03765227021040975,0.0,0.009966777408637873,0.016611295681063124,0.005537098560354375,0.016611295681063124,0.0,0.03433001107419712,0.0,0.0,0.0,0.0,0.0,0.006644518272425249,0.03875968992248062,0.0,0.03875968992248062,0.03875968992248062,0.03322259136212625
F3,0.0,0.04895104895104895,0.0,0.0,0.050699300699300696,0.03146853146853147,0.043706293706293704,0.0,0.017482517482517484,0.050699300699300696,0.050699300699300696,0.0,0.0,0.050699300699300696,0.04895104895104895,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.04895104895104895,0.03671328671328671,0.038461538461538464,0.050699300699300696,0.03496503496503497,0.0,0.0,0.0,0.0,0.04895104895104895,0.050699300699300696,0.0,0.0,0.0,0.0,0.0,0.0,0.043706293706293704,0.0,0.0,0.0,0.03671328671328671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050699300699300696,0.038461538461538464,0.03496503496503497,0.033216783216783216,0.005244755244755245,0.0,0.050699300699300696,0.0,0.0,0.0
F7,0.03195488721804511,0.0,0.040413533834586464,0.042293233082706765,0.0,0.0018796992481203006,0.0009398496240601503,0.0,0.0,0.0,0.0,0.02631578947368421,0.007518796992481203,0.0,0.0,0.03289473684210526,0.040413533834586464,0.0037593984962406013,0.039473684210526314,0.042293233082706765,0.02537593984962406,0.0,0.0,0.0,0.0009398496240601503,0.0,0.0018796992481203006,0.02913533834586466,0.018796992481203006,0.042293233082706765,0.042293233082706765,0.0,0.0,0.042293233082706765,0.042293233082706765,0.039473684210526314,0.015037593984962405,0.018796992481203006,0.02913533834586466,0.0009398496240601503,0.039473684210526314,0.02537593984962406,0.03759398496240601,0.0,0.008458646616541353,0.016917293233082706,0.004699248120300752,0.014097744360902255,0.0,0.03477443609022556,0.0,0.0,0.0,0.0,0.0,0.005639097744360902,0.042293233082706765,0.0,0.042293233082706765,0.041353383458646614,0.02819548872180451
FT9,0.027070063694267517,0.0,0.03503184713375796,0.054140127388535034,0.0,0.0023885350318471337,0.0015923566878980893,0.0,0.0,0.0,0.0,0.022292993630573247,0.006369426751592357,0.0,0.0,0.02786624203821656,0.035828025477707005,0.003980891719745223,0.03423566878980892,0.05573248407643312,0.021496815286624203,0.0,0.0,0.0,0.0015923566878980893,0.0,0.0023885350318471337,0.025477707006369428,0.016719745222929936,0.05652866242038217,0.03980891719745223,0.0007961783439490446,0.0,0.04856687898089172,0.05334394904458599,0.03343949044585987,0.012738853503184714,0.01592356687898089,0.024681528662420384,0.0015923566878980893,0.03980891719745223,0.021496815286624203,0.03184713375796178,0.0,0.007961783439490446,0.014331210191082803,0.003980891719745223,0.01194267515923567,0.0,0.03264331210191083,0.0,0.0,0.0,0.0,0.0,0.005573248407643312,0.052547770700636945,0.0,0.05493630573248408,0.037420382165605094,0.02388535031847134
FC5,0.0,0.03765690376569038,0.0,0.0,0.0599721059972106,0.023709902370990237,0.04184100418410042,0.0,0.01394700139470014,0.061366806136680614,0.06276150627615062,0.0,0.0,0.0599721059972106,0.03905160390516039,0.0,0.0,0.001394700139470014,0.0,0.0,0.0,0.0,0.05299860529986053,0.030683403068340307,0.029288702928870293,0.058577405857740586,0.026499302649930265,0.0,0.0,0.0,0.0,0.05718270571827057,0.0599721059972106,0.0,0.0,0.0,0.0,0.0,0.0,0.04184100418410042,0.0,0.0,0.0,0.029288702928870293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058577405857740586,0.03486750348675035,0.02789400278940028,0.026499302649930265,0.002789400278940028,0.0,0.061366806136680614,0.0,0.0,0.0
FC1,0.0,0.034129692832764506,0.0,0.0017064846416382253,0.032423208191126277,0.04948805460750853,0.051194539249146756,0.0,0.013651877133105802,0.03583617747440273,0.040955631399317405,0.0,0.0,0.04436860068259386,0.030716723549488054,0.0,0.005119453924914676,0.02218430034129693,0.005119453924914676,0.0017064846416382253,0.0,0.0,0.04778156996587031,0.01877133105802048,0.051194539249146756,0.04778156996587031,0.051194539249146756,0.0,0.0,0.0034129692832764505,0.0017064846416382253,0.04948805460750853,0.04436860068259386,0.0017064846416382253,0.005119453924914676,0.0017064846416382253,0.0017064846416382253,0.0017064846416382253,0.0,0.051194539249146756,0.011945392491467578,0.0017064846416382253,0.0,0.025597269624573378,0.017064846416382253,0.0,0.0,0.0,0.0,0.015358361774744027,0.0,0.03583617747440273,0.020477815699658702,0.023890784982935155,0.01877133105802048,0.023890784982935155,0.006825938566552901,0.042662116040955635,0.0034129692832764505,0.005119453924914676,0.0
C3,0.0,0.03241296518607443,0.0,0.0,0.04081632653061224,0.03361344537815126,0.055222088835534214,0.0,0.012004801920768308,0.04801920768307323,0.05162064825930372,0.0,0.0,0.05402160864345738,0.030012004801920768,0.0,0.0024009603841536613,0.014405762304921969,0.0024009603841536613,0.0,0.0,0.0,0.056422569027611044,0.021608643457382955,0.03841536614645858,0.056422569027611044,0.03601440576230492,0.0,0.0,0.0012004801920768306,0.0,0.057623049219687875,0.05402160864345738,0.0,0.0024009603841536613,0.0,0.0,0.0,0.0,0.055222088835534214,0.007202881152460984,0.0,0.0,0.025210084033613446,0.010804321728691477,0.0,0.0,0.0,0.0,0.009603841536614645,0.0,0.0468187274909964,0.022809123649459785,0.024009603841536616,0.021608643457382955,0.015606242496998799,0.003601440576230492,0.05282112845138055,0.0012004801920768306,0.0024009603841536613,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.04484304932735426,0.0,0.0,0.04484304932735426,0.026905829596412557,0.04484304932735426,0.0,0.04035874439461883,0.04484304932735426,0.04484304932735426,0.0,0.0,0.04484304932735426,0.04484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04484304932735426,0.04484304932735426,0.04484304932735426,0.04484304932735426,0.03587443946188341,0.0,0.0,0.0,0.0,0.04484304932735426,0.04484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.04484304932735426,0.0,0.0,0.0,0.04484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04484304932735426,0.04484304932735426,0.04484304932735426,0.04484304932735426,0.0,0.0,0.04484304932735426,0.0,0.0,0.0
CP5,0.0,0.03481392557022809,0.0,0.0,0.05402160864345738,0.022809123649459785,0.04561824729891957,0.0,0.012004801920768308,0.06602641056422569,0.06842737094837935,0.0,0.0,0.062424969987995196,0.03361344537815126,0.0,0.0,0.003601440576230492,0.0,0.0,0.0,0.0,0.055222088835534214,0.026410564225690276,0.027611044417767107,0.061224489795918366,0.025210084033613446,0.0,0.0,0.0,0.0,0.058823529411764705,0.06482593037214886,0.0,0.0,0.0,0.0,0.0,0.0,0.04561824729891957,0.0,0.0,0.0,0.025210084033613446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057623049219687875,0.030012004801920768,0.024009603841536616,0.022809123649459785,0.004801920768307323,0.0,0.06722689075630252,0.0,0.0,0.0
