,entorhinal-lh,entorhinal-rh,fusiform-rh,inferiortemporal-rh,lateralorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,temporalpole-rh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.0,0.234375,0.1953125,0.109375,0.078125,0.09375,0.0625,0.2265625
fusiform-rh,0.0,0.20909090909090908,0.22727272727272727,0.14545454545454545,0.08181818181818182,0.045454545454545456,0.05454545454545454,0.23636363636363636
inferiortemporal-rh,0.011764705882352941,0.11764705882352941,0.1411764705882353,0.35294117647058826,0.18823529411764706,0.0,0.0,0.18823529411764706
lateralorbitofrontal-rh,0.03389830508474576,0.13559322033898305,0.11864406779661017,0.2711864406779661,0.288135593220339,0.0,0.0,0.15254237288135594
parahippocampal-rh,0.0,0.19753086419753085,0.1111111111111111,0.0,0.0,0.345679012345679,0.20987654320987653,0.13580246913580246
parsorbitalis-rh,0.0,0.1694915254237288,0.13559322033898305,0.0,0.0,0.288135593220339,0.3050847457627119,0.1016949152542373
temporalpole-rh,0.0,0.20491803278688525,0.19672131147540983,0.16393442622950818,0.09016393442622951,0.05737704918032787,0.03278688524590164,0.2540983606557377
