,entorhinal-lh,lateralorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,parsopercularis-lh,parsorbitalis-lh,parsorbitalis-rh,transversetemporal-rh
entorhinal-lh,0.3829787234042553,0.2978723404255319,0.0,0.3191489361702128,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.23728813559322035,0.5084745762711864,0.0,0.1864406779661017,0.0,0.06779661016949153,0.0,0.0
middletemporal-lh,0.0,0.0,0.6,0.0,0.35555555555555557,0.044444444444444446,0.0,0.0
parahippocampal-lh,0.34210526315789475,0.23684210526315788,0.0,0.42105263157894735,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.0,0.2727272727272727,0.0,0.5909090909090909,0.13636363636363635,0.0,0.0
parsorbitalis-lh,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.4888888888888889,0.24444444444444444,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.37142857142857144,0.6285714285714286,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
