,entorhinal-rh,frontalpole-rh,parahippocampal-lh,parstriangularis-rh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.6691176470588235,0.0,0.0,0.17647058823529413,0.15441176470588236,0.0,0.0,0.0
frontalpole-rh,0.0,0.8210526315789474,0.0,0.10526315789473684,0.0,0.0,0.0,0.07368421052631578
parahippocampal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.16129032258064516,0.11290322580645161,0.0,0.7096774193548387,0.008064516129032258,0.0,0.0,0.008064516129032258
rostralmiddlefrontal-rh,0.14619883040935672,0.0,0.0,0.029239766081871343,0.5380116959064327,0.0,0.18128654970760233,0.10526315789473684
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.030927835051546393,0.0,0.0,0.0,0.36082474226804123,0.0,0.6082474226804123,0.0
transversetemporal-rh,0.0,0.06862745098039216,0.0,0.00980392156862745,0.17647058823529413,0.0,0.0,0.7450980392156863
