,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.582089552238806,0.0,0.0,0.14925373134328357,0.0,0.0,0.26865671641791045,0.0
frontalpole-rh,0.0,0.74,0.0,0.26,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.7386363636363636,0.125,0.0,0.13636363636363635,0.0,0.0
medialorbitofrontal-rh,0.18055555555555555,0.1527777777777778,0.0625,0.4513888888888889,0.0,0.0,0.1527777777777778,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.8153846153846154,0.06153846153846154,0.0,0.12307692307692308
rostralanteriorcingulate-lh,0.0,0.0,0.12698412698412698,0.0,0.015873015873015872,0.746031746031746,0.1111111111111111,0.0
rostralanteriorcingulate-rh,0.2571428571428571,0.0,0.0,0.12857142857142856,0.0,0.1,0.5142857142857142,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.11363636363636363,0.022727272727272728,0.0,0.8636363636363636
