,bankssts-rh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,posteriorcingulate-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.3976945244956772,0.13256484149855907,0.12103746397694524,0.09221902017291066,0.2507204610951009,0.0,0.0,0.005763688760806916
frontalpole-rh,0.11602209944751381,0.3674033149171271,0.049723756906077346,0.1408839779005525,0.13259668508287292,0.16298342541436464,0.0,0.03038674033149171
parahippocampal-lh,0.2062780269058296,0.09865470852017937,0.4304932735426009,0.03587443946188341,0.18834080717488788,0.0,0.0,0.04035874439461883
parahippocampal-rh,0.08588957055214724,0.1441717791411043,0.012269938650306749,0.3803680981595092,0.1165644171779141,0.08588957055214724,0.05828220858895705,0.1165644171779141
posteriorcingulate-rh,0.22849462365591397,0.13440860215053763,0.10215053763440861,0.11290322580645161,0.3924731182795699,0.0,0.0,0.02956989247311828
rostralanteriorcingulate-rh,0.0,0.19666666666666666,0.0,0.08,0.0,0.55,0.0,0.17333333333333334
temporalpole-rh,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8074534161490683,0.049689440993788817
transversetemporal-rh,0.0,0.022151898734177215,0.022151898734177215,0.10759493670886076,0.022151898734177215,0.17721518987341772,0.02531645569620253,0.6234177215189873
