,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,medialorbitofrontal-lh,supramarginal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.6652173913043479,0.08260869565217391,0.0,0.2,0.0,0.05217391304347826,0.0,0.0
frontalpole-rh,0.12418300653594772,0.8758169934640523,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.0,0.48717948717948717,0.0,0.3034188034188034,0.05555555555555555,0.021367521367521368,0.13247863247863248
medialorbitofrontal-lh,0.20909090909090908,0.0,0.0,0.6863636363636364,0.0,0.10454545454545454,0.0,0.0
supramarginal-rh,0.0,0.0,0.2771929824561403,0.0,0.4,0.056140350877192984,0.06315789473684211,0.20350877192982456
temporalpole-lh,0.03717472118959108,0.0,0.055762081784386616,0.07806691449814127,0.05204460966542751,0.6951672862453532,0.08178438661710037,0.0
temporalpole-rh,0.0,0.0,0.02681992337164751,0.0,0.0842911877394636,0.07662835249042145,0.6475095785440613,0.16475095785440613
transversetemporal-rh,0.0,0.0,0.11986301369863013,0.0,0.2191780821917808,0.0,0.13356164383561644,0.5273972602739726
