,bankssts-rh,frontalpole-lh,medialorbitofrontal-rh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.8556701030927835,0.0,0.14432989690721648,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.2849740932642487,0.0,0.23316062176165803,0.24352331606217617,0.14507772020725387,0.09326424870466321
parahippocampal-rh,0.0,0.1326530612244898,0.0,0.8673469387755102,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.20614035087719298,0.0,0.2982456140350877,0.25877192982456143,0.16666666666666666,0.07017543859649122
rostralanteriorcingulate-lh,0.0,0.0,0.21621621621621623,0.0,0.26126126126126126,0.2702702702702703,0.17117117117117117,0.08108108108108109
rostralanteriorcingulate-rh,0.0,0.0,0.1461187214611872,0.0,0.1917808219178082,0.1917808219178082,0.4337899543378995,0.0365296803652968
temporalpole-rh,0.0,0.0,0.16161616161616163,0.0,0.1414141414141414,0.16161616161616163,0.06060606060606061,0.47474747474747475
