,Fp1,F7,FT9,TP10,FT10,F8,AF7,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.4,0.1,0.5,0.0,0.0,0.0,0.0
FT9,0.0,0.06,0.5,0.3,0.0,0.0,0.14,0.0
TP10,0.0,0.125,0.325,0.475,0.0,0.0,0.075,0.0
FT10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.3888888888888889,0.2777777777777778,0.0,0.0,0.3333333333333333,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
