,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.23776223776223776,0.21678321678321677,0.02097902097902098,0.1888111888111888,0.0,0.16783216783216784,0.006993006993006993,0.16083916083916083
parstriangularis-rh,0.2251655629139073,0.25165562913907286,0.006622516556291391,0.17218543046357615,0.0,0.19205298013245034,0.006622516556291391,0.1456953642384106
postcentral-lh,0.16666666666666666,0.0,0.25,0.25,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666
precentral-lh,0.1937984496124031,0.1937984496124031,0.023255813953488372,0.20930232558139536,0.0,0.1937984496124031,0.007751937984496124,0.17829457364341086
superiorparietal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiortemporal-lh,0.1791044776119403,0.21641791044776118,0.0,0.1865671641791045,0.0,0.26119402985074625,0.0,0.15671641791044777
superiortemporal-rh,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,0.6521739130434783,0.08695652173913043
supramarginal-lh,0.2,0.1826086956521739,0.02608695652173913,0.20869565217391303,0.0,0.1826086956521739,0.008695652173913044,0.19130434782608696
