,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-rh,transversetemporal-rh
caudalanteriorcingulate-lh,0.28732106339468305,0.18200408997955012,0.19478527607361965,0.05214723926380368,0.08486707566462168,0.04703476482617587,0.1497955010224949,0.002044989775051125
frontalpole-lh,0.21912832929782083,0.2506053268765133,0.13861985472154964,0.09261501210653753,0.13256658595641646,0.04903147699757869,0.11743341404358354,0.0
frontalpole-rh,0.21686046511627907,0.12732558139534883,0.3953488372093023,0.013372093023255814,0.01918604651162791,0.03604651162790698,0.1680232558139535,0.023837209302325583
insula-lh,0.07670850767085077,0.11227336122733612,0.017433751743375175,0.39400278940027894,0.2419804741980474,0.06834030683403068,0.08228730822873083,0.00697350069735007
lateralorbitofrontal-lh,0.10830769230769231,0.14215384615384616,0.025846153846153845,0.2073846153846154,0.3587692307692308,0.04369230769230769,0.09107692307692308,0.02276923076923077
parahippocampal-lh,0.095,0.081,0.064,0.101,0.075,0.546,0.038,0.0
rostralanteriorcingulate-rh,0.18484848484848485,0.12242424242424242,0.18,0.0703030303030303,0.08727272727272728,0.024242424242424242,0.31636363636363635,0.014545454545454545
transversetemporal-rh,0.010084033613445379,0.0,0.06218487394957983,0.020168067226890758,0.06554621848739496,0.0,0.040336134453781515,0.8016806722689076
