,entorhinal-lh,frontalpole-lh,frontalpole-rh,insula-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
entorhinal-lh,0.35911602209944754,0.0,0.01973164956590371,0.1468034727703236,0.244672454617206,0.08918705603788477,0.1404893449092344,0.0
frontalpole-lh,0.0,0.5018867924528302,0.06509433962264151,0.09339622641509433,0.04339622641509434,0.17735849056603772,0.11886792452830189,0.0
frontalpole-rh,0.025043177892918825,0.054404145077720206,0.4749568221070812,0.06994818652849741,0.0690846286701209,0.13298791018998274,0.0846286701208981,0.08894645941278066
insula-lh,0.1166077738515901,0.0535924617196702,0.04534746760895171,0.2779740871613663,0.18610129564193167,0.16607773851590105,0.15429917550058891,0.0
parahippocampal-lh,0.1791044776119403,0.021006080707573246,0.04090657822001106,0.1691542288557214,0.3548922056384743,0.09894969596462133,0.11608623548922056,0.01990049751243781
rostralanteriorcingulate-lh,0.06227483273288729,0.09264024704065878,0.07925887802367473,0.14822439526505404,0.09675759135357695,0.32578486875965,0.1950591868244982,0.0
rostralanteriorcingulate-rh,0.10259238830667403,0.06398234969663541,0.049641478212906785,0.14285714285714285,0.11583011583011583,0.20463320463320464,0.3204633204633205,0.0
transversetemporal-rh,0.0,0.0,0.13478260869565217,0.0,0.0463768115942029,0.0,0.0,0.8188405797101449
