,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.4024390243902439,0.1951219512195122,0.25609756097560976,0.0,0.0,0.0,0.0,0.14634146341463414
parstriangularis-rh,0.21052631578947367,0.5964912280701754,0.19298245614035087,0.0,0.0,0.0,0.0,0.0
precentral-lh,0.2857142857142857,0.18571428571428572,0.4,0.0,0.0,0.0,0.0,0.12857142857142856
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.6170212765957447,0.0,0.1276595744680851,0.14893617021276595,0.10638297872340426
superiorfrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.14583333333333334,0.0,0.4375,0.1875,0.22916666666666666
superiortemporal-lh,0.0,0.0,0.0,0.1836734693877551,0.0,0.1836734693877551,0.5306122448979592,0.10204081632653061
superiortemporal-rh,0.17721518987341772,0.02531645569620253,0.13924050632911392,0.05063291139240506,0.0,0.12658227848101267,0.06329113924050633,0.4177215189873418
