,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.6086956521739131,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.30434782608695654
caudalmiddlefrontal-rh,0.0,0.65,0.0,0.15,0.0,0.0,0.15,0.05
inferiorparietal-rh,0.0,0.0,0.5844155844155844,0.0,0.4155844155844156,0.0,0.0,0.0
precentral-rh,0.0,0.043478260869565216,0.0,0.4782608695652174,0.0,0.0,0.34782608695652173,0.13043478260869565
superiorfrontal-lh,0.0,0.0,0.22,0.0,0.4533333333333333,0.25333333333333335,0.07333333333333333,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.3089430894308943,0.5853658536585366,0.10569105691056911,0.0
superiortemporal-rh,0.0,0.014084507042253521,0.0,0.07042253521126761,0.14084507042253522,0.18309859154929578,0.5352112676056338,0.056338028169014086
supramarginal-lh,0.08163265306122448,0.0,0.0,0.04081632653061224,0.0,0.02040816326530612,0.061224489795918366,0.7959183673469388
