,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.23076923076923078,0.0,0.19230769230769232,0.11888111888111888,0.16083916083916083,0.21328671328671328,0.06293706293706294,0.02097902097902098
parsopercularis-lh,0.0,0.3888888888888889,0.0,0.19444444444444445,0.0,0.0,0.0,0.4166666666666667
postcentral-rh,0.1958762886597938,0.0,0.20962199312714777,0.11683848797250859,0.1718213058419244,0.19931271477663232,0.0859106529209622,0.020618556701030927
precentral-lh,0.167420814479638,0.03619909502262444,0.1583710407239819,0.18552036199095023,0.1493212669683258,0.167420814479638,0.07239819004524888,0.06334841628959276
superiorfrontal-lh,0.1709090909090909,0.0,0.18545454545454546,0.11636363636363636,0.20727272727272728,0.19272727272727272,0.10545454545454545,0.02181818181818182
superiorfrontal-rh,0.20608108108108109,0.0,0.19256756756756757,0.11486486486486487,0.17229729729729729,0.2195945945945946,0.07432432432432433,0.02027027027027027
superiorparietal-rh,0.12582781456953643,0.0,0.17218543046357615,0.10596026490066225,0.1986754966887417,0.152317880794702,0.2185430463576159,0.026490066225165563
superiortemporal-lh,0.08695652173913043,0.15217391304347827,0.08695652173913043,0.16304347826086957,0.08695652173913043,0.08695652173913043,0.05434782608695652,0.2826086956521739
