,caudalmiddlefrontal-lh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1266233766233766,0.12987012987012986,0.12987012987012986,0.12987012987012986,0.12987012987012986,0.12987012987012986,0.11038961038961038,0.11363636363636363
parsopercularis-lh,0.12111801242236025,0.14596273291925466,0.13043478260869565,0.12422360248447205,0.13354037267080746,0.13043478260869565,0.10559006211180125,0.10869565217391304
precentral-lh,0.12264150943396226,0.13522012578616352,0.1320754716981132,0.12578616352201258,0.13522012578616352,0.1320754716981132,0.1069182389937107,0.11006289308176101
rostralmiddlefrontal-lh,0.125,0.13141025641025642,0.13141025641025642,0.1282051282051282,0.13141025641025642,0.13141025641025642,0.10897435897435898,0.11217948717948718
rostralmiddlefrontal-rh,0.12225705329153605,0.13793103448275862,0.13166144200626959,0.12539184952978055,0.13479623824451412,0.13166144200626959,0.10658307210031348,0.109717868338558
superiorfrontal-lh,0.12264150943396226,0.13522012578616352,0.1320754716981132,0.12578616352201258,0.13522012578616352,0.1320754716981132,0.1069182389937107,0.11006289308176101
superiortemporal-lh,0.12544802867383512,0.12544802867383512,0.12544802867383512,0.12544802867383512,0.12544802867383512,0.12544802867383512,0.12186379928315412,0.12544802867383512
superiortemporal-rh,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.11929824561403508,0.12280701754385964
