,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh
caudalmiddlefrontal-lh,0.13966480446927373,0.12011173184357542,0.12011173184357542,0.13966480446927373,0.13966480446927373,0.13687150837988826,0.13687150837988826,0.0670391061452514
parsopercularis-lh,0.11475409836065574,0.14207650273224043,0.13387978142076504,0.12568306010928962,0.1448087431693989,0.1366120218579235,0.1366120218579235,0.06557377049180328
parstriangularis-rh,0.11444141689373297,0.14168937329700274,0.1362397820163488,0.12534059945504086,0.14168937329700274,0.1362397820163488,0.13896457765667575,0.0653950953678474
precentral-lh,0.1276595744680851,0.125,0.125,0.13829787234042554,0.14361702127659576,0.14095744680851063,0.1356382978723404,0.06382978723404255
rostralmiddlefrontal-lh,0.1189873417721519,0.1341772151898734,0.1291139240506329,0.1291139240506329,0.14936708860759493,0.13924050632911392,0.13924050632911392,0.060759493670886074
rostralmiddlefrontal-rh,0.12051282051282051,0.13076923076923078,0.13076923076923078,0.13076923076923078,0.14615384615384616,0.14102564102564102,0.13846153846153847,0.06153846153846154
superiorparietal-lh,0.12406947890818859,0.1315136476426799,0.12655086848635236,0.12903225806451613,0.14392059553349876,0.13647642679900746,0.1488833746898263,0.05955334987593052
superiortemporal-lh,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12562814070351758,0.12060301507537688
