,caudalmiddlefrontal-lh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1466346153846154,0.13221153846153846,0.09615384615384616,0.13701923076923078,0.1346153846153846,0.15144230769230768,0.08173076923076923,0.1201923076923077
parsopercularis-lh,0.1323529411764706,0.14950980392156862,0.10294117647058823,0.13480392156862744,0.14215686274509803,0.13970588235294118,0.08333333333333333,0.11519607843137254
precentral-lh,0.11504424778761062,0.12684365781710916,0.15339233038348082,0.11799410029498525,0.12684365781710916,0.12389380530973451,0.13274336283185842,0.10324483775811209
rostralmiddlefrontal-lh,0.13681592039800994,0.13681592039800994,0.10199004975124377,0.13930348258706468,0.13930348258706468,0.14427860696517414,0.0845771144278607,0.11691542288557213
rostralmiddlefrontal-rh,0.13480392156862744,0.14215686274509803,0.10294117647058823,0.13725490196078433,0.14215686274509803,0.14215686274509803,0.08333333333333333,0.11519607843137254
superiorfrontal-lh,0.14418604651162792,0.13488372093023257,0.09767441860465116,0.1325581395348837,0.1372093023255814,0.15813953488372093,0.07906976744186046,0.11627906976744186
superiortemporal-lh,0.11006289308176101,0.11006289308176101,0.14465408805031446,0.11006289308176101,0.11006289308176101,0.11006289308176101,0.1949685534591195,0.11006289308176101
superiortemporal-rh,0.13746630727762804,0.1347708894878706,0.09703504043126684,0.1347708894878706,0.1347708894878706,0.13746630727762804,0.09164420485175202,0.1320754716981132
