,inferiorparietal-rh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.2129032258064516,0.07096774193548387,0.07096774193548387,0.07741935483870968,0.17419354838709677,0.1935483870967742,0.06451612903225806,0.13548387096774195
postcentral-rh,0.04830917874396135,0.1932367149758454,0.19806763285024154,0.15942028985507245,0.03864734299516908,0.12560386473429952,0.03864734299516908,0.19806763285024154
precentral-rh,0.047619047619047616,0.19047619047619047,0.2,0.15714285714285714,0.0380952380952381,0.12380952380952381,0.0380952380952381,0.20476190476190476
superiorfrontal-rh,0.06060606060606061,0.1717171717171717,0.1717171717171717,0.1717171717171717,0.050505050505050504,0.1414141414141414,0.050505050505050504,0.18181818181818182
superiorparietal-lh,0.1888111888111888,0.06293706293706294,0.06293706293706294,0.06993006993006994,0.2097902097902098,0.20279720279720279,0.06993006993006994,0.13286713286713286
superiorparietal-rh,0.12121212121212122,0.11688311688311688,0.11688311688311688,0.12121212121212122,0.12121212121212122,0.19913419913419914,0.04329004329004329,0.16017316017316016
superiortemporal-lh,0.1411764705882353,0.10588235294117647,0.10588235294117647,0.11764705882352941,0.12941176470588237,0.1411764705882353,0.11764705882352941,0.1411764705882353
superiortemporal-rh,0.08139534883720931,0.15503875968992248,0.16279069767441862,0.13178294573643412,0.07364341085271318,0.1434108527131783,0.03875968992248062,0.2131782945736434
