,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-rh,0.6155717761557178,0.012165450121654502,0.0267639902676399,0.0681265206812652,0.0,0.043795620437956206,0.021897810218978103,0.2116788321167883
frontalpole-lh,0.02071563088512241,0.4990583804143126,0.2674199623352166,0.09981167608286252,0.0,0.03389830508474576,0.035781544256120526,0.04331450094161959
frontalpole-rh,0.018083182640144666,0.28028933092224234,0.48282097649186256,0.13200723327305605,0.0,0.0,0.03074141048824593,0.05605786618444846
medialorbitofrontal-rh,0.04921259842519685,0.08858267716535433,0.1377952755905512,0.5905511811023622,0.0,0.005905511811023622,0.03937007874015748,0.08858267716535433
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.08870967741935484,0.07258064516129033,0.0,0.008064516129032258,0.0,0.7741935483870968,0.0,0.056451612903225805
rostralanteriorcingulate-rh,0.019157088122605363,0.10727969348659004,0.08812260536398467,0.03065134099616858,0.0,0.007662835249042145,0.6934865900383141,0.05363984674329502
temporalpole-rh,0.21935483870967742,0.03655913978494624,0.047311827956989246,0.08602150537634409,0.0,0.021505376344086023,0.02795698924731183,0.5612903225806452
